VENDOR ID,TYPE,Latitude,Longitude,Wikipedia/Comment,IATA CODE
445366,Airport,44.82830048,-0.715556026,http://en.wikipedia.org/wiki/Bordeaux%E2%80%93M%C3%A9rignac_Airport,BOD
445367,Airport,4.70159,-74.1469,http://en.wikipedia.org/wiki/El_Dorado_International_Airport,BOG
445368,Airport,50.77999878,-1.842499971,http://en.wikipedia.org/wiki/Bournemouth_Airport,BOH
445369,Airport,43.56439972,-116.2229996,http://en.wikipedia.org/wiki/Boise_Airport,BOI
445370,Airport,42.56959915,27.51519966,http://en.wikipedia.org/wiki/Burgas_Airport,BOJ
445371,Airport,19.08869934,72.86789703,http://en.wikipedia.org/wiki/Chhatrapati_Shivaji_International_Airport,BOM
445372,Airport,67.26920319,14.36530018,http://en.wikipedia.org/wiki/Bod%C3%B8_Airport,BOO
445373,Airport,42.36429977,-71.00520325,http://en.wikipedia.org/wiki/Logan_International_Airport,BOS
445374,Airport,53.04750061,8.786669731,http://en.wikipedia.org/wiki/Bremen_Airport,BRE
445375,Airport,41.13890076,16.76059914,http://en.wikipedia.org/wiki/Bari_Karol_Wojty%C5%82a_Airport,BRI
445376,Airport,51.38270187,-2.719089985,http://en.wikipedia.org/wiki/Bristol_International_Airport,BRS
445377,Airport,50.90140152,4.48443985,http://en.wikipedia.org/wiki/Brussels_Airport,BRU
445378,Airport,-15.86916733,-47.92083359,http://en.wikipedia.org/wiki/Bras%C3%ADlia_International_Airport,BSB
445379,Airport,47.58959961,7.529910088,http://en.wikipedia.org/wiki/EuroAirport_Basel-Mulhouse-Freiburg,BSL
445380,Airport,30.54910088,47.66210175,http://en.wikipedia.org/wiki/Basra_International_Airport,BSR
445381,Airport,30.53319931,-91.14959717,http://en.wikipedia.org/wiki/Baton_Rouge_Metropolitan_Airport,BTR
445382,Airport,48.17020035,17.21269989,http://en.wikipedia.org/wiki/M._R._%C5%A0tef%C3%A1nik_Airport,BTS
445383,Airport,47.43690109,19.25559998,http://en.wikipedia.org/wiki/Budapest_Ferenc_Liszt_International_Airport,BUD
445384,Airport,42.94049835,-78.73220062,http://en.wikipedia.org/wiki/Buffalo_Niagara_International_Airport,BUF
445385,Airport,39.17539978,-76.66829681,http://en.wikipedia.org/wiki/Baltimore-Washington_International_Thurgood_Marshall_Airport,BWI
445386,Airport,4.944200039,114.9280014,http://en.wikipedia.org/wiki/Brunei_International_Airport,BWN
445387,Airport,17.53910065,-88.30819702,http://en.wikipedia.org/wiki/Philip_S._W._Goldson_International_Airport,BZE
445388,Airport,51.75,-1.583619952,http://en.wikipedia.org/wiki/RAF_Brize_Norton,BZZ
445389,Airport,33.93880081,-81.11949921,http://en.wikipedia.org/wiki/Columbia_Metropolitan_Airport,CAE
445390,Airport,39.25149918,9.054280281,http://en.wikipedia.org/wiki/Cagliari_Elmas_Airport,CAG
445391,Airport,30.12190056,31.40559959,http://en.wikipedia.org/wiki/Cairo_International_Airport,CAI
445392,Airport,23.39240074,113.2990036,http://en.wikipedia.org/wiki/Guangzhou_Baiyun_International_Airport,CAN
445393,Airport,33.64379883,-88.44380188,http://en.wikipedia.org/wiki/Columbus_Air_Force_Base,CBM
445394,Airport,-35.30690002,149.1950073,http://en.wikipedia.org/wiki/Canberra_International_Airport,CBR
445395,Airport,11.13679981,75.95529938,http://en.wikipedia.org/wiki/Calicut_International_Airport,CCJ
445396,Airport,22.65469933,88.44670105,http://en.wikipedia.org/wiki/Netaji_Subhash_Chandra_Bose_International_Airport,CCU
445397,Airport,49.01279831,2.549999952,http://en.wikipedia.org/wiki/Charles_de_Gaulle_International_Airport,CDG
445398,Airport,10.30749989,123.9789963,http://en.wikipedia.org/wiki/Mactan-Cebu_International_Airport,CEB
445399,Airport,-23.62611008,-46.65638733,http://en.wikipedia.org/wiki/Congonhas-S%C3%A3o_Paulo_International_Airport,CGH
445400,Airport,-6.12556982,106.6559982,http://en.wikipedia.org/wiki/Soekarno-Hatta_International_Airport,CGK
445401,Airport,50.86589813,7.142739773,http://en.wikipedia.org/wiki/Cologne_Bonn_Airport,CGN
445402,Airport,34.5196991,113.8410034,http://en.wikipedia.org/wiki/Zhengzhou_Xinzheng_International_Airport,CGO
445403,Airport,8.612203,124.456496,http://en.wikipedia.org/wiki/Laguindingan_International_Airport,CGY
445404,Airport,35.03530121,-85.20379639,http://en.wikipedia.org/wiki/Chattanooga_Metropolitan_Airport,CHA
445405,Airport,-43.48939896,172.5319977,http://en.wikipedia.org/wiki/Christchurch_International_Airport,CHC
445406,Airport,32.89860153,-80.04049683,http://en.wikipedia.org/wiki/Charleston_International_Airport,CHS
445407,Airport,41.79940033,12.59490013,http://en.wikipedia.org/wiki/Ciampino%E2%80%93G._B._Pastine_International_Airport,CIA
445408,Airport,41.88470078,-91.71080017,http://en.wikipedia.org/wiki/The_Eastern_Iowa_Airport,CID
445409,Airport,36.71659851,127.4990005,http://en.wikipedia.org/wiki/Cheongju_Airport,CJJ
445410,Airport,33.51129913,126.4929962,http://en.wikipedia.org/wiki/Jeju_International_Airport,CJU
445411,Airport,29.71920013,106.6419983,http://en.wikipedia.org/wiki/Chongqing_Jiangbei_International_Airport,CKG
445412,Airport,55.87829971,38.06169891,http://en.wikipedia.org/wiki/Chkalovsky_Airport,CKL
445413,Airport,41.4117012,-81.84980011,http://en.wikipedia.org/wiki/Cleveland_Hopkins_International_Airport,CLE
445414,Airport,35.2140007,-80.94309998,http://en.wikipedia.org/wiki/Charlotte/Douglas_International_Airport,CLT
445415,Airport,7.180759907,79.88410187,http://en.wikipedia.org/wiki/Bandaranaike_International_Airport,CMB
445416,Airport,39.9980011,-82.89189911,http://en.wikipedia.org/wiki/Port_Columbus_International_Airport,CMH
445417,Airport,33.36750031,-7.589970112,http://en.wikipedia.org/wiki/Mohammed_V_International_Airport,CMN
445418,Airport,-19.62444305,-43.9719429,http://en.wikipedia.org/wiki/Tancredo_Neves_International_Airport,CNF
445419,Airport,18.76679993,98.96260071,http://en.wikipedia.org/wiki/Chiang_Mai_International_Airport,CNX
445420,Airport,10.15200043,76.40190125,http://en.wikipedia.org/wiki/Cochin_International_Airport,COK
445421,Airport,38.80580139,-104.7009964,http://en.wikipedia.org/wiki/Colorado_Springs_Airport,COS
445422,Airport,55.61790085,12.65600014,http://en.wikipedia.org/wiki/Copenhagen_Airport,CPH
445423,Airport,42.90800095,-106.4639969,http://en.wikipedia.org/wiki/Natrona_County_International_Airport,CPR
445424,Airport,-33.96480179,18.60169983,http://en.wikipedia.org/wiki/Cape_Town_International_Airport,CPT
445425,Airport,15.18599987,120.5599976,http://en.wikipedia.org/wiki/Diosdado_Macapagal_International_Airport,CRK
445426,Airport,50.45920181,4.453820229,http://en.wikipedia.org/wiki/Brussels_South_Charleroi_Airport,CRL
445427,Airport,27.77039909,-97.50119781,http://en.wikipedia.org/wiki/Corpus_Christi_International_Airport,CRP
445428,Airport,38.37310028,-81.59320068,http://en.wikipedia.org/wiki/Yeager_Airport,CRW
445429,Airport,28.18919945,113.2200012,http://en.wikipedia.org/wiki/Changsha_Huanghua_International_Airport,CSX
445430,Airport,37.46680069,15.06639957,http://en.wikipedia.org/wiki/Catania-Fontanarossa_Airport,CTA
445431,Airport,42.77519989,141.6920013,http://en.wikipedia.org/wiki/New_Chitose_Airport,CTS
445432,Airport,30.57850075,103.9469986,http://en.wikipedia.org/wiki/Chengdu_Shuangliu_International_Airport,CTU
445433,Airport,44.54700089,7.623219967,http://en.wikipedia.org/wiki/Cuneo_International_Airport,CUF
445434,Airport,21.03650093,-86.87709808,http://en.wikipedia.org/wiki/Canc%C3%BAn_International_Airport,CUN
445435,Airport,-13.53569984,-71.938797,http://en.wikipedia.org/wiki/Alejandro_Velasco_Astete_International_Airport,CUZ
445436,Airport,39.04880142,-84.6678009,http://en.wikipedia.org/wiki/Cincinnati/Northern_Kentucky_International_Airport,CVG
445437,Airport,34.38280106,-103.3219986,http://en.wikipedia.org/wiki/Cannon_Air_Force_Base,CVS
445438,Airport,-25.5284996,-49.17580032,http://en.wikipedia.org/wiki/Afonso_Pena_International_Airport,CWB
445439,Airport,51.39670181,-3.343329906,http://en.wikipedia.org/wiki/Cardiff_International_Airport,CWL
445440,Airport,16.04389954,108.1989975,http://en.wikipedia.org/wiki/Da_Nang_International_Airport,DAD
445441,Airport,32.8470993,-96.85179901,http://en.wikipedia.org/wiki/Dallas_Love_Field,DAL
445442,Airport,33.41149902,36.5155983,http://en.wikipedia.org/wiki/Damascus_International_Airport,DAM
445443,Airport,39.90240097,-84.2193985,http://en.wikipedia.org/wiki/Dayton_International_Airport,DAY
445444,Airport,42.40200043,-90.70950317,http://en.wikipedia.org/wiki/Dubuque_Regional_Airport,DBQ
445445,Airport,38.85210037,-77.03769684,http://en.wikipedia.org/wiki/Ronald_Reagan_Washington_National_Airport,DCA
445446,Airport,28.56649971,77.10310364,http://en.wikipedia.org/wiki/Indira_Gandhi_International_Airport,DEL
445447,Airport,39.86169815,-104.6729965,http://en.wikipedia.org/wiki/Denver_International_Airport,DEN
445448,Airport,32.89680099,-97.03800201,http://en.wikipedia.org/wiki/Dallas-Fort_Worth_International_Airport,DFW
445449,Airport,26.26539993,50.15200043,http://en.wikipedia.org/wiki/Dhahran_International_Airport,DHA
445450,Airport,14.73970032,-17.49020004,http://en.wikipedia.org/wiki/Dakar-Yoff-L%C3%A9opold_S%C3%A9dar_Senghor_International_Airport,DKR
445451,Airport,38.96569824,121.5390015,http://en.wikipedia.org/wiki/Dalian_Zhoushuizi_International_Airport,DLC
445452,Airport,29.35950089,-100.7779999,http://en.wikipedia.org/wiki/Laughlin_Air_Force_Base,DLF
445453,Airport,46.84209824,-92.19360352,http://en.wikipedia.org/wiki/Duluth_International_Airport,DLH
445454,Airport,36.71310043,28.79249954,http://en.wikipedia.org/wiki/Dalaman_Airport,DLM
445455,Airport,55.40879822,37.90629959,http://en.wikipedia.org/wiki/Domodedovo_International_Airport,DME
445456,Airport,13.91259956,100.6070023,http://en.wikipedia.org/wiki/Don_Mueang_International_Airport,DMK
445457,Airport,26.47120094,49.79790115,http://en.wikipedia.org/wiki/King_Fahd_International_Airport,DMM
445458,Airport,26.35560036,127.7679977,,DNA
445459,Airport,25.273056,51.608056,http://en.wikipedia.org/wiki/Hamad_International_Airport,DOH
445460,Airport,48.07360077,37.73970032,http://en.wikipedia.org/wiki/Donetsk_International_Airport,DOK
445461,Airport,39.12950134,-75.46600342,http://en.wikipedia.org/wiki/Dover_Air_Force_Base,DOV
445462,Airport,-8.748169899,115.1669998,http://en.wikipedia.org/wiki/Ngurah_Rai_Airport,DPS
445463,Airport,51.13280106,13.76720047,http://en.wikipedia.org/wiki/Dresden_Airport,DRS
445464,Airport,53.48053781,-1.010656357,http://en.wikipedia.org/wiki/Robin_Hood_Airport_Doncaster_Sheffield,DSA
445465,Airport,41.5340004,-93.6631012,http://en.wikipedia.org/wiki/Des_Moines_International_Airport,DSM
445466,Airport,51.5182991,7.612239838,http://en.wikipedia.org/wiki/Dortmund_Airport,DTM
445467,Airport,42.21239853,-83.35340118,http://en.wikipedia.org/wiki/Detroit_Metropolitan_Wayne_County_Airport,DTW
445468,Airport,53.42129898,-6.270070076,http://en.wikipedia.org/wiki/Dublin_Airport,DUB
445469,Airport,-29.61444444,31.11972222,http://en.wikipedia.org/wiki/King_Shaka_International_Airport,DUR
445470,Airport,51.28950119,6.7667799,http://en.wikipedia.org/wiki/D%C3%BCsseldorf_International_Airport,DUS
445471,Airport,7.125520229,125.6460037,http://en.wikipedia.org/wiki/Francisco_Bangoy_International_Airport,DVO
445472,Airport,24.89666667,55.16138889,http://en.wikipedia.org/wiki/Al_Maktoum_International_Airport,DWC
445473,Airport,25.25279999,55.36439896,http://en.wikipedia.org/wiki/Dubai_International_Airport,DXB
445474,Airport,32.42079926,-99.854599,http://en.wikipedia.org/wiki/Dyess_Air_Force_Base,DYS
445475,Airport,55.95000076,-3.372499943,http://en.wikipedia.org/wiki/Edinburgh_Airport,EDI
445476,Airport,51.45009995,5.374529839,http://en.wikipedia.org/wiki/Eindhoven_Airport,EIN
445477,Airport,52.83110046,-1.328060031,http://en.wikipedia.org/wiki/East_Midlands_Airport,EMA
445478,Airport,36.33919907,-97.91649628,http://en.wikipedia.org/wiki/Vance_Air_Force_Base,END
445479,Airport,42.08312701,-80.17386675,http://en.wikipedia.org/wiki/Erie_International_Airport,ERI
445480,Airport,39.95650101,41.17020035,http://en.wikipedia.org/wiki/Erzurum_Airport,ERZ
445481,Airport,40.12810135,32.99509811,http://en.wikipedia.org/wiki/Esenbo%C4%9Fa_International_Airport,ESB
445482,Airport,40.14730072,44.39590073,http://en.wikipedia.org/wiki/Zvartnots_International_Airport,EVN
445483,Airport,40.69250107,-74.16870117,http://en.wikipedia.org/wiki/Newark_Liberty_International_Airport,EWR
445484,Airport,50.7344017,-3.413889885,http://en.wikipedia.org/wiki/Exeter_International_Airport,EXT
445485,Airport,-34.8222,-58.5358,http://en.wikipedia.org/wiki/Ministro_Pistarini_International_Airport,EZE
445486,Airport,64.81510162,-147.8560028,http://en.wikipedia.org/wiki/Fairbanks_International_Airport,FAI
445487,Airport,37.01440048,-7.965909958,http://en.wikipedia.org/wiki/Faro_Airport_(Portugal),FAO
445488,Airport,41.80450058,12.25080013,http://en.wikipedia.org/wiki/Leonardo_da_Vinci%E2%80%93Fiumicino_Airport,FCO
445489,Airport,51.68220139,-1.790030003,http://en.wikipedia.org/wiki/RAF_Fairford,FFD
445490,Airport,39.8260994,-84.0483017,http://en.wikipedia.org/wiki/Wright-Patterson_Air_Force_Base,FFO
445491,Airport,48.77939987,8.080499649,http://en.wikipedia.org/wiki/Baden_Airpark,FKB
445492,Airport,26.07259941,-80.15270233,http://en.wikipedia.org/wiki/Fort_Lauderdale-Hollywood_International_Airport,FLL
445493,Airport,-27.67027855,-48.55250168,http://en.wikipedia.org/wiki/Herc%C3%ADlio_Luz_International_Airport,FLN
445494,Airport,52.13460159,7.684830189,http://en.wikipedia.org/wiki/M%C3%BCnster_Osnabr%C3%BCck_International_Airport,FMO
445495,Airport,25.93510056,119.663002,http://en.wikipedia.org/wiki/Fuzhou_Changle_International_Airport,FOC
445496,Airport,50.02640152,8.543129921,http://en.wikipedia.org/wiki/Frankfurt_Airport,FRA
445497,Airport,43.06129837,74.4776001,http://en.wikipedia.org/wiki/Manas_International_Airport,FRU
445498,Airport,35.33660126,-94.36740112,http://en.wikipedia.org/wiki/Fort_Smith_Regional_Airport,FSM
445499,Airport,34.79604347,138.1877518,http://en.wikipedia.org/wiki/Shizuoka_Airport,FSZ
445500,Airport,32.81980133,-97.36239624,http://en.wikipedia.org/wiki/Fort_Worth_Meacham_International_Airport,FTW
445501,Airport,33.58589935,130.451004,http://en.wikipedia.org/wiki/Fukuoka_Airport,FUK
445502,Airport,40.97850037,-85.19509888,http://en.wikipedia.org/wiki/Fort_Wayne_International_Airport,FWA
445503,Airport,19.2928009,-81.35769653,http://en.wikipedia.org/wiki/Owen_Roberts_International_Airport,GCM
445504,Airport,20.52179909,-103.310997,http://en.wikipedia.org/wiki/Don_Miguel_Hidalgo_y_Costilla_International_Airport,GDL
445505,Airport,54.37760162,18.46619987,http://en.wikipedia.org/wiki/Gda%C5%84sk_Lech_Wa%C5%82%C4%99sa_Airport,GDN
445506,Airport,47.61989975,-117.5339966,http://en.wikipedia.org/wiki/Spokane_International_Airport,GEG
445507,Airport,-22.80999947,-43.25055695,http://en.wikipedia.org/wiki/Rio_de_Janeiro-Gale%C3%A3o_International_Airport,GIG
445508,Airport,55.87189865,-4.433060169,http://en.wikipedia.org/wiki/Glasgow_International_Airport,GLA
445509,Airport,37.55830002,126.7910004,http://en.wikipedia.org/wiki/Gimpo_International_Airport,GMP
445510,Airport,44.41329956,8.837499619,http://en.wikipedia.org/wiki/Genoa_Cristoforo_Colombo_Airport,GOA
445511,Airport,15.38080025,73.83139801,http://en.wikipedia.org/wiki/Dabolim_Airport,GOI
445512,Airport,57.66279984,12.27980042,http://en.wikipedia.org/wiki/Gothenburg-Landvetter_Airport,GOT
445513,Airport,30.40730095,-89.07009888,http://en.wikipedia.org/wiki/Gulfport-Biloxi_International_Airport,GPT
445514,Airport,44.48509979,-88.12960052,http://en.wikipedia.org/wiki/Austin_Straubel_International_Airport,GRB
445515,Airport,-34.00559998,22.37890053,http://en.wikipedia.org/wiki/George_Airport,GRJ
445516,Airport,-23.43555641,-46.47305679,http://en.wikipedia.org/wiki/S%C3%A3o_Paulo-Guarulhos_International_Airport,GRU
445517,Airport,43.38830185,45.69860077,,GRV
445518,Airport,35.33940125,-77.96060181,http://en.wikipedia.org/wiki/Seymour_Johnson_Air_Force_Base,GSB
445519,Airport,36.09780121,-79.93730164,http://en.wikipedia.org/wiki/Piedmont_Triad_International_Airport,GSO
445520,Airport,34.89569855,-82.21890259,http://en.wikipedia.org/wiki/Greenville-Spartanburg_International_Airport,GSP
445521,Airport,13.48340034,144.7960052,http://en.wikipedia.org/wiki/Antonio_B._Won_Pat_International_Airport,GUM
445522,Airport,40.64810181,-86.15209961,http://en.wikipedia.org/wiki/Grissom_Air_Reserve_Base,GUS
445523,Airport,46.23809814,6.108950138,http://en.wikipedia.org/wiki/Geneva_Cointrin_International_Airport,GVA
445524,Airport,40.46749878,50.04669952,http://en.wikipedia.org/wiki/Heydar_Aliyev_International_Airport,GYD
445525,Airport,36.94720078,37.47869873,http://en.wikipedia.org/wiki/O%C4%9Fuzeli_Airport,GZT
445526,Airport,52.46110153,9.685079575,http://en.wikipedia.org/wiki/Hanover/Langenhagen_International_Airport,HAJ
445527,Airport,19.93490028,110.4589996,http://en.wikipedia.org/wiki/Haikou_Meilan_International_Airport,HAK
445528,Airport,53.63040161,9.988229752,http://en.wikipedia.org/wiki/Hamburg_Airport,HAM
445529,Airport,21.22120094,105.8069992,http://en.wikipedia.org/wiki/Noi_Bai_International_Airport,HAN
445530,Airport,22.98920059,-82.40910339,http://en.wikipedia.org/wiki/Jos%C3%A9_Mart%C3%AD_International_Airport,HAV
445531,Airport,60.31719971,24.9633007,http://en.wikipedia.org/wiki/Helsinki-Vantaa_Airport,HEL
445532,Airport,35.33969879,25.18029976,http://en.wikipedia.org/wiki/Heraklion_International_Airport%2C_%22Nikos_Kazantzakis%22,HER
445533,Airport,30.22949982,120.4339981,http://en.wikipedia.org/wiki/Hangzhou_Xiaoshan_International_Airport,HGH
445534,Airport,47.38660049,-92.83899689,http://en.wikipedia.org/wiki/Range_Regional_Airport,HIB
445535,Airport,22.30890083,113.9150009,http://en.wikipedia.org/wiki/Hong_Kong_International_Airport,HKG
445536,Airport,32.85250092,-106.1070023,http://en.wikipedia.org/wiki/Holloman_Air_Force_Base,HMN
445537,Airport,29.09589958,-111.0479965,http://en.wikipedia.org/wiki/General_Ignacio_Pesqueira_Garcia_International_Airport,HMO
445538,Airport,35.5522995,139.7799988,http://en.wikipedia.org/wiki/Tokyo_International_Airport,HND
445539,Airport,21.31870079,-157.9219971,http://en.wikipedia.org/wiki/Honolulu_International_Airport,HNL
445540,Airport,29.64539909,-95.27890015,http://en.wikipedia.org/wiki/William_P._Hobby_Airport,HOU
445541,Airport,45.62340164,126.25,http://en.wikipedia.org/wiki/Harbin_Taiping_International_Airport,HRB
445542,Airport,27.17830086,33.79940033,http://en.wikipedia.org/wiki/Hurghada_International_Airport,HRG
445543,Airport,6.284467,81.124128,http://en.wikipedia.org/wiki/Mattala_Rajapaksa_International_Airport,HRI
445544,Airport,49.92480087,36.29000092,http://en.wikipedia.org/wiki/Kharkiv_International_Airport,HRK
445545,Airport,34.6371994,-86.77510071,http://en.wikipedia.org/wiki/Huntsville_International_Airport,HSV
445546,Airport,38.36669922,-82.55799866,http://en.wikipedia.org/wiki/Tri-State_Airport,HTS
445547,Airport,17.23131752,78.42985535,http://en.wikipedia.org/wiki/Rajiv_Gandhi_International_Airport,HYD
445548,Airport,38.94449997,-77.45580292,http://en.wikipedia.org/wiki/Washington_Dulles_International_Airport,IAD
445549,Airport,29.9843998,-95.34140015,http://en.wikipedia.org/wiki/George_Bush_Intercontinental_Airport,IAH
445550,Airport,37.46910095,126.4509964,http://en.wikipedia.org/wiki/Incheon_International_Airport,ICN
445551,Airport,37.64989853,-97.43309784,http://en.wikipedia.org/wiki/Kansas_City_International_Airport,ICT
445552,Airport,35.41609955,51.15219879,http://en.wikipedia.org/wiki/Imam_Khomeini_International_Airport,IKA
445553,Airport,39.71730042,-86.29440308,http://en.wikipedia.org/wiki/Indianapolis_International_Airport,IND
445554,Airport,33.61669922,73.09919739,http://en.wikipedia.org/wiki/Islamabad_International_Airport,ISB
445555,Airport,37.85540009,30.36840057,http://en.wikipedia.org/wiki/S%C3%BCleyman_Demirel_Airport,ISE
445556,Airport,40.97689819,28.81459999,http://en.wikipedia.org/wiki/Atat%C3%BCrk_International_Airport,IST
445557,Airport,34.78549957,135.4380035,http://en.wikipedia.org/wiki/Osaka_International_Airport,ITM
445558,Airport,32.31119919,-90.07589722,http://en.wikipedia.org/wiki/Jackson-Evers_International_Airport,JAN
445559,Airport,30.49410057,-81.68789673,http://en.wikipedia.org/wiki/Jacksonville_International_Airport,JAX
445560,Airport,21.67959976,39.15650177,http://en.wikipedia.org/wiki/King_Abdulaziz_International_Airport,JED
445561,Airport,40.63980103,-73.77890015,http://en.wikipedia.org/wiki/John_F._Kennedy_International_Airport,JFK
